timestamp,open,high,low,close,volume
2025-01-06 22:00:00+00:00,0.82996,0.83058,0.82864,0.82872,64863
2025-01-07 22:00:00+00:00,0.82894,0.83522,0.82837,0.83462,83557
2025-01-08 22:00:00+00:00,0.83442,0.84068,0.83427,0.83692,70834
2025-01-09 22:00:00+00:00,0.83698,0.8394,0.83648,0.83922,83535
2025-01-12 22:00:00+00:00,0.83898,0.84243,0.83856,0.83944,84525
2025-01-13 22:00:00+00:00,0.83962,0.84509,0.83832,0.84386,78094
2025-01-14 22:00:00+00:00,0.84356,0.84635,0.84044,0.84056,75570
2025-01-15 22:00:00+00:00,0.84086,0.84383,0.84068,0.84177,79292
2025-01-16 22:00:00+00:00,0.84149,0.84536,0.84143,0.844,73765
2025-01-19 22:00:00+00:00,0.84454,0.84736,0.84366,0.84498,97731
2025-01-20 22:00:00+00:00,0.84502,0.84625,0.8438,0.84402,88583
2025-01-21 22:00:00+00:00,0.84432,0.84639,0.84321,0.84518,68196
2025-01-22 22:00:00+00:00,0.84492,0.84578,0.84312,0.84322,77546
2025-01-23 22:00:00+00:00,0.84358,0.84625,0.84041,0.8407,76129
2025-01-26 22:00:00+00:00,0.84048,0.84208,0.83911,0.8394,77598
2025-01-27 22:00:00+00:00,0.83954,0.83998,0.83798,0.8383,69298
2025-01-28 22:00:00+00:00,0.83787,0.83877,0.8364,0.83685,69845
2025-01-29 22:00:00+00:00,0.83674,0.83902,0.83598,0.837,72146
2025-01-30 22:00:00+00:00,0.83702,0.83743,0.83546,0.83584,83057
2025-02-02 22:00:00+00:00,0.83179,0.83458,0.82916,0.83072,137658
2025-02-03 22:00:00+00:00,0.8309,0.83308,0.82972,0.8316,75360
2025-02-04 22:00:00+00:00,0.83176,0.83361,0.83044,0.83188,69766
2025-02-05 22:00:00+00:00,0.83134,0.83784,0.83134,0.83505,71344
2025-02-06 22:00:00+00:00,0.83534,0.83553,0.83188,0.83278,80268
2025-02-09 22:00:00+00:00,0.83137,0.83361,0.83097,0.83338,62447
2025-02-10 22:00:00+00:00,0.83296,0.8353,0.83233,0.83252,59399
2025-02-11 22:00:00+00:00,0.83262,0.83562,0.8321,0.83442,74121
2025-02-12 22:00:00+00:00,0.83437,0.83562,0.83134,0.83277,84983
2025-02-13 22:00:00+00:00,0.8329,0.83381,0.8316,0.83364,73785
2025-02-16 22:00:00+00:00,0.83287,0.83392,0.82973,0.83036,46934
2025-02-17 22:00:00+00:00,0.83096,0.83096,0.82808,0.82819,57455
2025-02-18 22:00:00+00:00,0.82836,0.82896,0.82658,0.82813,57003
2025-02-19 22:00:00+00:00,0.82802,0.82922,0.827,0.82883,57470
2025-02-20 22:00:00+00:00,0.82837,0.82921,0.82652,0.82799,61202
2025-02-23 22:00:00+00:00,0.82832,0.83022,0.82756,0.82917,66308
2025-02-24 22:00:00+00:00,0.82942,0.83025,0.82856,0.83012,61323
2025-02-25 22:00:00+00:00,0.82976,0.83054,0.82659,0.82708,64249
2025-02-26 22:00:00+00:00,0.82724,0.82745,0.82424,0.82518,64586
2025-02-27 22:00:00+00:00,0.8252,0.82672,0.82422,0.82491,67941
2025-03-02 22:00:00+00:00,0.82654,0.82687,0.82478,0.82578,73002
2025-03-03 22:00:00+00:00,0.82592,0.83051,0.82506,0.83041,87939
2025-03-04 22:00:00+00:00,0.83065,0.83809,0.82991,0.83676,96283
2025-03-05 22:00:00+00:00,0.8371,0.84112,0.83598,0.8372,98932
2025-03-06 22:00:00+00:00,0.83684,0.84181,0.83684,0.83848,85310
2025-03-09 21:00:00+00:00,0.83904,0.8417,0.83776,0.84142,81742
2025-03-10 21:00:00+00:00,0.84078,0.84496,0.84078,0.84322,86222
2025-03-11 21:00:00+00:00,0.84374,0.84418,0.83922,0.83982,75179
2025-03-12 21:00:00+00:00,0.83992,0.8404,0.83732,0.83787,69064
2025-03-13 21:00:00+00:00,0.8377,0.84282,0.83742,0.84111,81879
2025-03-16 21:00:00+00:00,0.84162,0.84178,0.83982,0.84072,49634
2025-03-17 21:00:00+00:00,0.84036,0.84285,0.84036,0.84167,50497
2025-03-18 21:00:00+00:00,0.8417,0.84204,0.83808,0.8384,51938
2025-03-19 21:00:00+00:00,0.83852,0.83904,0.83508,0.837,60706
2025-03-20 21:00:00+00:00,0.83712,0.83852,0.83676,0.83732,53528
2025-03-23 21:00:00+00:00,0.83816,0.83848,0.83458,0.83573,57643
2025-03-24 21:00:00+00:00,0.83572,0.83634,0.83363,0.83377,44327
2025-03-25 21:00:00+00:00,0.8342,0.83746,0.83324,0.83435,53885
2025-03-26 21:00:00+00:00,0.8348,0.83492,0.83235,0.83412,50877
2025-03-27 21:00:00+00:00,0.83382,0.83725,0.83156,0.83686,45060
2025-03-30 21:00:00+00:00,0.83661,0.83794,0.83498,0.83721,58663
2025-03-31 21:00:00+00:00,0.83723,0.83788,0.83502,0.83511,50571
2025-04-01 21:00:00+00:00,0.83501,0.83878,0.83266,0.83446,58726
2025-04-02 21:00:00+00:00,0.83443,0.84484,0.8323,0.84355,124016
2025-04-03 21:00:00+00:00,0.84358,0.85242,0.84298,0.84987,150496
2025-04-06 21:00:00+00:00,0.84808,0.85905,0.8473,0.85709,196224
